COMPLETE_TEXT,COUNT,RARITY,TOKEN_ID
the first play-to-earn cherrypicked generative text nft on tezos to be sold on a linearly decreasing price ramp,1,0.02%,[4200]
the first conceptual art nft with audio data stored in wav format in calldata,1,0.02%,[64527]
the first avastar-derivative fruit themed 10k avatar nft that can be staked for canadian tire money,1,0.02%,[4455]
the first mooncat-derivative furniture themed pfp nft on ethereum with rgb values stored on arweave,1,0.02%,[112233]
the first short form generative fractal audio nft on namecoin to land on the moon,1,0.02%,[436]
the first long form generative nuclear architecture nft on polkadot made entirely with 100% cobol,1,0.02%,[2839]
the first techno utopian long form generative poetry nft on namecoin with audio data stored in morse code on ipfs,1,0.02%,[133769]
the first 10k avatar nft inspired by techno utopianism,1,0.02%,[1152]
the first dick pic nft on solana deemed to be a schelling point by the new york times,1,0.02%,[194000]
the first cherrypicked generative 3d text nft on polygon deemed to be a schelling point by the sec,1,0.02%,[2841]
the first collectible avastar-derivative fruit themed pfp nft to be airdropped to autoglyph holders,1,0.02%,[301948]
the first pixel art nft on polygon to disrupt a federal government,1,0.02%,[2838]
the first fruit themed 10k avatar nft made entirely with 100% brainfuck,1,0.02%,[182949]
the first pixel art nft on solana made entirely with 100% cobol,1,0.02%,[110202]
the first copy minted cherrypicked generative literature nft redeemable for a coupon at walmart,1,0.02%,[4117]
the first cash grab audio nft with audio data stored on ipfs,1,0.02%,[8903]
the first collectible 10k avatar nft deemed a historic technical achievement by the vatican,1,0.02%,[314159]
the first dick pic nft to be airdropped to autoglyph holders,1,0.02%,[453434]
the first composable photography nft that can be staked for bitchcoin,1,0.02%,[777444]
the first vegan audio nft inspired by the old masters,1,0.02%,[44444]
the first copy minted gan nft on ethereum made entirely with 100% vanilla javascript,1,0.02%,[777888]
the first edible loot-derivative furniture themed 10k avatar nft on cardano made entirely with 100% solidity,1,0.02%,[4546]
the first on-chain pixel art nft on ethereum to be sold at a fleamarket,1,0.02%,[50000]
the first play-to-earn body parts pfp nft on namecoin with pixel data stored in betamax format in calldata,1,0.02%,[669669]
the first community oriented short form generative art nft deemed to be moma material by kevin abosch,1,0.02%,[9088]
the first female ai chatbot nft to disrupt a federal government,1,0.02%,[78883]
the first ahistorical dick pic nft on tezos to be airdropped to rare pepe holders,1,0.02%,[317118]
the first cherrypicked generative text nft on eos deemed historic by a crypto bro,1,0.02%,[1608]
the first play-to-earn punk-derivative fruit themed pfp nft to be airdropped to avastar holders,1,0.02%,[58]
the first collaborative female ai chatbot nft on polygon deemed historic by the vatican,1,0.02%,[203913]
the first play-to-earn conceptual art nft flipped by rhea myers,1,0.02%,[20]
the first ponzi animal themed 10k avatar nft on cardano inspired by neoclassicism,1,0.02%,[500000]
the first erotic dick pic nft denounced as ahistorical by kevin abosch,1,0.02%,[565758]
the first conceptual art nft on bsc to be sold at a yardsale,1,0.02%,[5050]
the first punk-derivative fruit themed pfp nft on bsc denounced as a cash grab by the vatican,1,0.02%,[46010]
the first punk-derivative fruit themed 10k avatar nft on bsc to complete a transatlantic flight,1,0.02%,[79]
the first photography nft on tezos deemed a historic technical achievement by a vc fund,1,0.02%,[5993]
the first successful quantum ai gan nft deemed crypto-native by the new york times,1,0.02%,[1559]
the first future-oriented audio nft with audio data stored in contract storage,1,0.02%,[8902]
the first collaborative ab-derivative furniture themed 10k avatar nft rugged by a right wing news anchor,1,0.02%,[234567]
the first composable cherrypicked generative recursive music nft on eos to be featured on the shopping network,1,0.02%,[65019]
the first rare pepe-derivative animal themed 10k avatar nft on tezos to be featured on the shopping network,1,0.02%,[8]
the first inflationary furniture themed 10k avatar nft made entirely with 100% cobol,1,0.02%,[2361]
the first copy minted long form generative 3d literature nft inspired by pokemon,1,0.02%,[373839]
the first community oriented short form generative cellular automata audio nft deemed historic by kevin abosch,1,0.02%,[70016]
the first ponzi animal themed pfp nft on tezos to pass the turing test,1,0.02%,[65018]
the first short form generative art nft that unlocks another over time,1,0.02%,[111233]
the first user-curated generative architecture nft with rgb values stored in wav format on arweave,1,0.02%,[111]
the first generative art nft inspired by neoclassicism,1,0.02%,[44652]
the first collectible loot-derivative animal themed 10k avatar nft on namecoin deemed crypto-native by the new york times,1,0.02%,[70017]
the first 10k avatar nft on bsc,1,0.02%,[31337]
the first stylegan nft on namecoin to be featured on a cereal box,1,0.02%,[80]
the first short form generative volumetric text nft deemed historic by a museum curator,1,0.02%,[1040]
the first audio nft to be sold using a dutch auction,1,0.02%,[11123]
the first gan nft with pixel data stored in a rolodex,1,0.02%,[618956]
the first cherrypicked generative mathematical text nft redeemable for agld,1,0.02%,[11125]
the first animal themed 10k avatar nft on eos with audio data stored in morse code in calldata,1,0.02%,[81]
the first fruit themed pfp nft on tezos with audio data stored in morse code in calldata,1,0.02%,[83]
the first 10k avatar nft swing traded by a washed up celebrity,1,0.02%,[82]
the first deflationary photography nft on polkadot made entirely with 100% fortran,1,0.02%,[39276]
the first 10k avatar nft on solana to be featured on a billboard,1,0.02%,[12138]
the first 10k avatar nft declared to be worthless by a dao vote,1,0.02%,[84]
the first collectible nft shilled by pranksy,1,0.02%,[11116]
the first gan nft made entirely with 100% javascript,1,0.02%,[96]
the first autoglyph-derivative body parts pfp nft to be airdropped to autoglyph holders,1,0.02%,[95]
the first viral conceptual art nft to be airdropped to loot holders,1,0.02%,[91]
the first collaborative user-curated generative smell-o-vision nft on eos burnable for parmigiano-reggiano,1,0.02%,[90]
the first photography nft deemed crypto-native by the new york times,1,0.02%,[93]
the first erotic cherrypicked generative architecture nft on solana made entirely with 100% brainfuck,1,0.02%,[92]
the first techno utopian conceptual art nft on polkadot with metadata stored in calldata,1,0.02%,[19]
the first future-oriented user-curated generative text nft on polkadot to be sold on a true bonding curve,1,0.02%,[142069]
the first gan nft on ethereum,1,0.02%,[94]
the first erotic animal themed 10k avatar nft that can be staked for usd,1,0.02%,[16]
the first 10k avatar nft to be featured on a billboard,1,0.02%,[939283]
the first user-curated generative volumetric dick pic nft,1,0.02%,[24656]
the first autoglyph-derivative furniture themed 10k avatar nft on bsc redeemable for a physical copy,1,0.02%,[4126]
the first inflationary photography nft on solana inspired by marxism,1,0.02%,[2703]
the first cherrypicked generative volumetric dick pic nft on bsc redeemable for a physical print,1,0.02%,[25]
the first future-oriented cherrypicked generative spirograph smell-o-vision nft redeemable for 24k gold,1,0.02%,[442883]
the first playful user-curated generative fractal dick pic nft on ethereum with pixel data stored in svg format in calldata,1,0.02%,[373555]
the first cash grab user-curated generative spirograph architecture nft on eos to disrupt a federal government,1,0.02%,[74]
the first composable cherrypicked generative fractal smell-o-vision nft on solana to be featured in playboy magazine,1,0.02%,[76]
the first fruit themed pfp nft on solana,1,0.02%,[234876]
the first user-curated generative spirograph music nft made entirely with 100% cobol,1,0.02%,[24]
the first 1/1 rare pepe-derivative rock pfp nft on namecoin inspired by narcissism,1,0.02%,[18]
the first photography nft on cardano to be sold at mcdonald's for a pittance,1,0.02%,[615341]
the first cherrypicked generative music nft on ethereum to be sold at christie's for a record price,1,0.02%,[420420]
the first successful stylegan nft to be featured on a billboard,1,0.02%,[5891]
the first successful user-curated generative architecture nft on namecoin with rgb values stored in svg format on a sidechain,1,0.02%,[77]
the first solar powered short form generative smell-o-vision nft on eos to be airdropped to punk holders,1,0.02%,[42692]
the first female ai chatbot nft denounced as 'low effort' by a crypto bro,1,0.02%,[26]
the first deflationary generative art nft inspired by nature,1,0.02%,[72]
the first future-oriented gan nft deemed a historical artifact by a dao vote,1,0.02%,[73]
the first viral 10k avatar nft on polkadot with rgb values stored in morse code on punchcards,1,0.02%,[78]
the first edible short form generative mathematical dick pic nft on polkadot burnable for parmigiano-reggiano,1,0.02%,[62]
the first solar powered 10k avatar nft to be airdropped to loot holders,1,0.02%,[30]
the first nft redeemable for doge,1,0.02%,[67]
the first cherrypicked generative text nft with rgb values stored on a 5.25 inch floppy,1,0.02%,[66]
the first successful nft on polkadot to be featured in the onion,1,0.02%,[64]
the first user-curated generative literature nft on cardano to be sold at a police auction,1,0.02%,[38]
the first techno utopian fruit themed 10k avatar nft on ethereum inspired by stoicism,1,0.02%,[32]
the first conceptual art nft on bsc inspired by neoclassicism,1,0.02%,[56]
the first deflationary long form generative dick pic nft on eos to travel at mach 1,1,0.02%,[47]
the first future-oriented female ai chatbot nft on bsc that can be staked for bitchcoin,1,0.02%,[35]
the first user-curated generative architecture nft on bsc with metadata stored in wav format on a sidechain,1,0.02%,[54]
the first retro user-curated generative fractal audio nft on namecoin burnable for fastcash,1,0.02%,[61]
the first on-chain long form generative art nft on namecoin with pixel data stored in svg format on a 5.25 inch floppy,1,0.02%,[29]
the first cherrypicked generative mathematical art nft on bsc to be sold at christie's for a pittance,1,0.02%,[36]
the first composable cherrypicked generative architecture nft to donate millions to charity,1,0.02%,[63]
the first 1/1 short form generative smell-o-vision nft to be airdropped to rare pepe holders,1,0.02%,[31]
the first stylegan nft to become self aware,1,0.02%,[55]
the first long form generative nuclear audio nft on namecoin,1,0.02%,[515166]
the first nft to sell out immediately,1,0.02%,[65]
the first collectible cherrypicked generative recursive poetry nft with metadata stored in svg format on arweave,1,0.02%,[45]
the first female ai chatbot nft on polkadot inspired by antidisestablishmentarianism,1,0.02%,[51]
the first cherrypicked generative cellular automata text nft with pixel data stored in wav format on a 5.25 inch floppy,1,0.02%,[50]
the first stylegan nft on eos with audio data stored in betamax format in the glove compartment,1,0.02%,[53]
the first cherrypicked generative fractal audio nft with pixel data stored in wav format on a 5.25 inch floppy,1,0.02%,[52]
the first conceptual art nft on cardano that can be staked for agld,1,0.02%,[39]
the first playful quantum ai gan nft made entirely with 100% javascript,1,0.02%,[46]
the first long form generative music nft on bsc made entirely with 100% fortran,1,0.02%,[57]
the first retro loot-derivative rock pfp nft on polygon inspired by narcissism,1,0.02%,[48]
the first inflationary conceptual art nft on eos deemed historic by rhea myers,1,0.02%,[43]
the first edible gan nft to cause a gas war,1,0.02%,[49]
the first community oriented conceptual art nft redeemable for a physical print,1,0.02%,[44]
the first photography nft with audio data stored in svg format on ipfs,1,0.02%,[456888]
the first composable mooncat-derivative body parts pfp nft on cardano to be airdropped to rare pepe holders,1,0.02%,[12135]
the first avastar-derivative rock pfp nft on ethereum to be sold at a police auction,1,0.02%,[46494]
the first pixel art nft on ethereum with rgb values stored in the glove compartment,1,0.02%,[42]
the first erotic ab-derivative rock 10k avatar nft on polygon to be airdropped to autoglyph holders,1,0.02%,[4116]
the first copy minted cherrypicked generative architecture nft denounced as ahistorical by a dao vote,1,0.02%,[4345]
the first quantum ai gan nft on ethereum redeemable for airmiles,1,0.02%,[5467]
the first cherrypicked generative 3d audio nft to be featured in chickadee magazine,1,0.02%,[8897]
the first community oriented punk-derivative animal themed pfp nft on tezos made entirely with 100% javascript,1,0.02%,[3958]
the first deflationary animal themed 10k avatar nft to be featured in playboy magazine,1,0.02%,[8901]
the first short form generative audio nft on cardano inspired by libertarianism,1,0.02%,[8896]
the first cherrypicked generative cellular automata music nft to be featured in playboy magazine,1,0.02%,[8899]
the first user-curated generative flow field literature nft inspired by nature,1,0.02%,[8894]
the first cherrypicked generative dick pic nft on bsc to be airdropped to punk holders,1,0.02%,[875342]
the first serious dick pic nft that explodes over time,1,0.02%,[54548]
the first avastar-derivative fruit themed pfp nft to be featured on a cereal box,1,0.02%,[1984]
the first photography nft deemed a historical artifact by the sec,1,0.02%,[8893]
the first edible user-curated generative mathematical literature nft that can be staked for usd,1,0.02%,[4115]
the first vegetable pfp nft redeemable for usd,1,0.02%,[4114]
the first successful conceptual art nft to be airdropped to autoglyph holders,1,0.02%,[3978]
the first generative art nft on cardano with audio data stored on arweave,1,0.02%,[8898]
the first long form generative poetry nft on polygon denounced as ahistorical by the sec,1,0.02%,[4113]
the first composable cherrypicked generative mathematical art nft with pixel data stored in wav format in the glove compartment,1,0.02%,[8892]
the first playful user-curated generative dick pic nft on cardano redeemable for fastcash,1,0.02%,[8900]
the first short form generative nuclear text nft deemed historic by the sec,1,0.02%,[4111]
the first user-curated generative music nft on tezos made entirely with 100% javascript,1,0.02%,[888887]
the first ab-derivative fruit themed pfp nft that can be staked for agld,1,0.02%,[8341]
the first open edition windows 95 screensaver nft that can be staked for agld,1,0.02%,[8889]
the first deflationary dick pic nft on cardano burnable for fastcash,1,0.02%,[763418]
the first stylegan nft on cardano with rgb values stored in svg format in a rolodex,1,0.02%,[70012]
the first inflationary photography nft inspired by nihilism,1,0.02%,[70015]
the first retro cherrypicked generative art nft to be sold at a fleamarket,1,0.02%,[65017]
the first cash grab user-curated generative spirograph music nft to be sold at mcdonald's,1,0.02%,[8890]
the first body parts 10k avatar nft to be sold on a true bonding curve,1,0.02%,[65014]
the first vegan quantum ai gan nft on eos to be featured at the moma,1,0.02%,[21]
the first gan nft burnable for rock salt,1,0.02%,[123888]
the first deflationary short form generative volumetric poetry nft on cardano to be sold at christie's,1,0.02%,[70006]
the first nft that can be staked for agld,1,0.02%,[55565]
the first pixel art nft to be airdropped to avastar burners,1,0.02%,[65013]
the first vegan stylegan nft that can be staked for tulip bulbs,1,0.02%,[65015]
the first ponzi rare pepe-derivative animal themed pfp nft made entirely with 100% fortran,1,0.02%,[8891]
the first techno utopian quantum ai gan nft with rgb values stored on arweave,1,0.02%,[2831]
the first short form generative architecture nft redeemable for bitchcoin,1,0.02%,[70014]
the first stylegan nft inspired by narcissism,1,0.02%,[70010]
the first long form generative dick pic nft to be airdropped to ab holders,1,0.02%,[70009]
the first viral dick pic nft on cardano to be airdropped to mooncat holders,1,0.02%,[939393]
the first short form generative art nft to be sold at christie's,1,0.02%,[66667]
the first conceptual art nft on eos to complete a transatlantic flight,1,0.02%,[70013]
the first open edition female ai chatbot nft on eos heralded as a 'new art medium' by the sec,1,0.02%,[65016]
the first conceptual art nft on eos to travel at mach 1,1,0.02%,[475448]
the first playful windows 95 screensaver nft made entirely with 100% brainfuck,1,0.02%,[70005]
the first rare pepe-derivative pirate themed pfp nft to be airdropped to rare pepe burners,1,0.02%,[65010]
the first audio nft on ethereum to disrupt a federal government,1,0.02%,[65008]
the first windows 95 screensaver nft on polygon to be airdropped to mooncat holders,1,0.02%,[65011]
the first cherrypicked generative volumetric music nft deemed culturally significant by the crypto nouveau-riche,1,0.02%,[70011]
the first erotic long form generative mathematical art nft on namecoin to be airdropped to loot burners,1,0.02%,[65006]
the first ab-derivative rock 10k avatar nft pumped by a washed up celebrity,1,0.02%,[65012]
the first future-oriented 10k avatar nft with rgb values stored in morse code on punchcards,1,0.02%,[70007]
the first female ai chatbot nft on eos to complete a transatlantic flight,1,0.02%,[70008]
the first punk-derivative furniture themed pfp nft on eos deemed a historic technical achievement by a crypto bro,1,0.02%,[65009]
the first copy minted gan nft with audio data stored in morse code on punchcards,1,0.02%,[65007]
the first 1/1 furniture themed 10k avatar nft on namecoin redeemable for b20,1,0.02%,[70003]
the first future-oriented long form generative spirograph music nft with rgb values stored in svg format on arweave,1,0.02%,[489649]
the first female ai chatbot nft denounced as ahistorical by a right wing news anchor,1,0.02%,[421373]
the first autoglyph-derivative animal themed pfp nft on polygon redeemable for usd,1,0.02%,[710955]
the first low effort pixel art nft redeemable for rock salt,1,0.02%,[820730]
the first low effort user-curated generative text nft on eos flipped by a dao,1,0.02%,[70000]
the first stylegan nft to be airdropped to mooncat burners,1,0.02%,[999499]
the first short form generative architecture nft fuded by a vc fund,1,0.02%,[65282]
the first open edition long form generative spirograph text nft inspired by nature,1,0.02%,[65003]
the first on-chain rock 10k avatar nft on ethereum to be featured on the shopping network,1,0.02%,[70001]
the first retro cherrypicked generative recursive smell-o-vision nft on polygon redeemable for adrenochrome,1,0.02%,[65004]
the first solar powered cherrypicked generative spirograph dick pic nft on polkadot with audio data stored in wav format on a sidechain,1,0.02%,[70002]
the first pirate themed pfp nft on namecoin to be featured on a cereal box,1,0.02%,[138687]
the first techno utopian pixel art nft on namecoin denounced as a cash grab by a left wing academic,1,0.02%,[70004]
the first edible generative art nft to be airdropped to rare pepe holders,1,0.02%,[65005]
the first playful conceptual art nft on eos that unlocks another on transfer,1,0.02%,[65002]
the first dick pic nft to be sold at christie's,1,0.02%,[88237]
the first windows 95 screensaver nft on polkadot denounced as ahistorical by the vatican,1,0.02%,[833449]
the first open edition cherrypicked generative nuclear smell-o-vision nft on namecoin to be featured on a cereal box,1,0.02%,[761544]
the first play-to-earn short form generative smell-o-vision nft on eos to be sold at mcdonald's,1,0.02%,[652822]
the first user-curated generative 3d dick pic nft on cardano to be sold at christie's,1,0.02%,[175143]
the first long form generative architecture nft denounced as a cash grab by artchick,1,0.02%,[526141]
the first inflationary pirate themed 10k avatar nft that you 'should not sleep on' as declared by the vatican,1,0.02%,[682207]
the first conceptual art nft with metadata stored in morse code in contract storage,1,0.02%,[870653]
the first techno utopian audio nft to be sold at a yardsale for a pittance,1,0.02%,[137810]
the first future-oriented cherrypicked generative poetry nft to be sold at a yardsale for a pittance,1,0.02%,[651165]
the first ponzi loot-derivative animal themed 10k avatar nft to be sold at christie's,1,0.02%,[764333]
the first erotic photography nft on tezos made entirely with 100% cobol,1,0.02%,[991122]
the first photography nft with metadata stored in wav format in the glove compartment,1,0.02%,[813822]
the first short form generative recursive architecture nft cornered by a gatekeeper,1,0.02%,[475447]
the first vegan windows 95 screensaver nft to complete a transatlantic flight,1,0.02%,[3175]
the first cherrypicked generative 3d dick pic nft on polkadot to donate millions to charity,1,0.02%,[300099]
the first generative art nft rugged by the us government,1,0.02%,[937]
the first community oriented audio nft on polkadot deemed to be a schelling point by the crypto nouveau-riche,1,0.02%,[65000]
the first short form generative art nft made entirely with 100% on-chain code,1,0.02%,[23653]
the first long form generative mathematical poetry nft on tezos to be featured in the onion,1,0.02%,[11169]
the first fruit themed pfp nft on eos deemed historic by a dao vote,1,0.02%,[234234]
the first serious user-curated generative fractal smell-o-vision nft that multiplies over time,1,0.02%,[17]
the first short form generative art nft on namecoin to be airdropped to ab holders,1,0.02%,[25626]
the first future-oriented nft deemed to be a schelling point by a vc fund,1,0.02%,[780000]
the first collectible cherrypicked generative 3d smell-o-vision nft to be featured in playboy magazine,1,0.02%,[65001]
the first open edition nft,1,0.02%,[11118]
the first copy minted female ai chatbot nft on tezos cornered by rhea myers,1,0.02%,[203]
the first edible cherrypicked generative fractal architecture nft denounced as a cash grab by an academic institution,1,0.02%,[201]
the first erotic photography nft on polygon to be sold at christie's,1,0.02%,[206]
the first short form generative volumetric art nft on solana to be sold at sotheby's,1,0.02%,[199]
the first viral short form generative flow field text nft on cardano redeemable for a physical copy,1,0.02%,[205]
the first retro animal themed 10k avatar nft that can be staked for b20,1,0.02%,[200]
the first play-to-earn pixel art nft on tezos to be sold at a fleamarket,1,0.02%,[8000]
the first low effort 10k avatar nft inspired by christianity,1,0.02%,[8844]
the first collaborative dick pic nft on polkadot burnable for squirrel pelts,1,0.02%,[204]
the first serious short form generative audio nft with audio data stored on arweave,1,0.02%,[207]
the first viral conceptual art nft to be sold at mcdonald's,1,0.02%,[77777]
the first open edition cherrypicked generative flow field literature nft on ethereum burnable for usd,1,0.02%,[8002]
the first erotic vegetable pfp nft on bsc that you 'should not sleep on' as declared by the sec,1,0.02%,[202]
the first vegan windows 95 screensaver nft,1,0.02%,[8001]
the first loot-derivative animal themed 10k avatar nft that can be staked for agld,1,0.02%,[65579]
the first long form generative text nft on solana to be featured at the moma,1,0.02%,[55555]
the first ab-derivative animal themed pfp nft,1,0.02%,[413]
the first 10k avatar nft on ethereum to be airdropped to avastar burners,1,0.02%,[32582]
the first user-curated generative recursive text nft with a dramatic title,1,0.02%,[6666]
the first retro long form generative architecture nft burnable for b20,1,0.02%,[631]
the first ahistorical long form generative architecture nft to be airdropped to loot holders,1,0.02%,[1547]
the first short form generative smell-o-vision nft on polygon to be sold using a dutch auction,1,0.02%,[99]
the first play-to-earn cherrypicked generative mathematical text nft on namecoin denounced as 'low effort' by pranksy,1,0.02%,[704]
the first gan nft made entirely with 100% fortran,1,0.02%,[196]
the first deflationary conceptual art nft burnable for b20,1,0.02%,[3378]
the first photography nft on cardano with a dramatic title,1,0.02%,[70]
the first user-curated generative smell-o-vision nft redeemable for adrenochrome,1,0.02%,[195]
the first pixel art nft inspired by christianity,1,0.02%,[194]
the first long form generative flow field art nft on polkadot to cause a gas war,1,0.02%,[888888]
the first future-oriented conceptual art nft with pixel data stored in the glove compartment,1,0.02%,[187]
the first low effort user-curated generative music nft,1,0.02%,[674]
the first cherrypicked generative text nft on polkadot to run a four minute mile,1,0.02%,[27]
the first nft flipped by artchick,1,0.02%,[3367]
the first erotic quantum ai gan nft on namecoin to be sold at a fleamarket,1,0.02%,[7777]
the first successful generative art nft on ethereum,1,0.02%,[672]
the first edible conceptual art nft,1,0.02%,[452752]
the first erotic short form generative volumetric dick pic nft on solana with metadata stored in morse code in a rolodex,1,0.02%,[92075]
the first nft to be airdropped to punk holders,1,0.02%,[509492]
the first user-curated generative architecture nft on cardano to be sold at sotheby's for a record price,1,0.02%,[1113]
the first user-curated generative cellular automata smell-o-vision nft to be sold at a fleamarket,1,0.02%,[193]
the first audio nft to be airdropped to mooncat holders,1,0.02%,[10]
the first successful long form generative recursive poetry nft inspired by libertarianism,1,0.02%,[444]
the first loot-derivative fruit themed pfp nft on bsc inspired by antidisestablishmentarianism,1,0.02%,[3456]
the first gan nft on polygon with rgb values stored in betamax format in calldata,1,0.02%,[198]
the first low effort user-curated generative smell-o-vision nft deemed to be a schelling point by a dao vote,1,0.02%,[34444]
the first retro user-curated generative dick pic nft hyper commodified by a vc fund,1,0.02%,[690420]
the first stylegan nft hyper commodified by artchick,1,0.02%,[180]
the first punk-derivative animal themed 10k avatar nft on solana inspired by nature,1,0.02%,[151]
the first successful furniture themed 10k avatar nft on cardano to be sold at a yardsale for a pittance,1,0.02%,[178]
the first vegetable 10k avatar nft on ethereum inspired by christianity,1,0.02%,[179]
the first play-to-earn 10k avatar nft denounced as a cash grab by an art critic,1,0.02%,[696966]
the first play-to-earn conceptual art nft,1,0.02%,[932]
the first conceptual art nft hacked by an academic institution,1,0.02%,[73812]
the first serious stylegan nft deemed a historical artifact by the vatican,1,0.02%,[777]
the first conceptual art nft with metadata stored in wav format in calldata,1,0.02%,[7896]
the first playful stylegan nft on tezos to be featured in playboy magazine,1,0.02%,[33]
the first cash grab conceptual art nft to disrupt a federal government,1,0.02%,[188]
the first erotic vegetable pfp nft on solana to be featured at the moma,1,0.02%,[333333]
the first composable quantum ai gan nft burnable for canadian tire money,1,0.02%,[190]
the first gan nft on solana deemed to be a schelling point by the new york times,1,0.02%,[456789]
the first dick pic nft on solana to be airdropped to avastar holders,1,0.02%,[532522]
the first viral pirate themed pfp nft on eos to sell out immediately,1,0.02%,[192]
the first short form generative poetry nft redeemable for doge,1,0.02%,[183]
the first community oriented nft redeemable for a physical copy,1,0.02%,[1374]
the first 1/1 cherrypicked generative spirograph music nft to be featured in the onion,1,0.02%,[10101]
the first loot-derivative vegetable pfp nft with pixel data stored in morse code in contract storage,1,0.02%,[999]
the first quantum ai gan nft on bsc to be featured in playboy magazine,1,0.02%,[1782]
the first pixel art nft on solana landgrabbed by the crypto nouveau-riche,1,0.02%,[1568]
the first deflationary body parts pfp nft to be airdropped to rare pepe holders,1,0.02%,[186]
the first edible nft on eos,1,0.02%,[632]
the first 10k avatar nft deemed culturally significant by the new york times,1,0.02%,[184]
the first user-curated generative dick pic nft with audio data stored on a sidechain,1,0.02%,[6668]
the first ponzi quantum ai gan nft on polkadot inspired by socialism,1,0.02%,[189]
the first successful user-curated generative art nft on polkadot with audio data stored in betamax format in calldata,1,0.02%,[191]
the first successful stylegan nft to be sold at christie's,1,0.02%,[1546]
the first stylegan nft on solana with pixel data stored in calldata,1,0.02%,[182]
the first erotic pixel art nft declared to be worthless by a dao vote,1,0.02%,[700]
the first ahistorical gan nft to be sold on a sinusoidal bonding curve,1,0.02%,[673]
the first nft on eos to be airdropped to punk holders,1,0.02%,[6669]
the first short form generative architecture nft to be featured in the onion,1,0.02%,[181]
the first pixel art nft on bsc to be sold at a fleamarket for a record price,1,0.02%,[555555]
the first open edition 10k avatar nft to be airdropped to autoglyph holders,1,0.02%,[630]
the first ahistorical stylegan nft on solana inspired by nature,1,0.02%,[3346]
the first female ai chatbot nft to be sold on an exponential price ramp,1,0.02%,[6969]
the first on-chain short form generative audio nft on bsc made entirely with 100% brainfuck,1,0.02%,[885522]
the first 10k avatar nft on cardano,1,0.02%,[486733]
the first retro cherrypicked generative poetry nft inspired by nihilism,1,0.02%,[175]
the first collectible long form generative spirograph art nft on solana with rgb values stored in betamax format on ipfs,1,0.02%,[805]
the first playful generative art nft declared historic by dcinvestor,1,0.02%,[231711]
the first solar powered user-curated generative dick pic nft on bsc with metadata stored in calldata,1,0.02%,[7364]
the first edible avastar-derivative fruit themed pfp nft on eos to be airdropped to ab holders,1,0.02%,[176]
the first stylegan nft that can be staked for bitchcoin,1,0.02%,[6667]
the first audio nft on solana to render the network unusable,1,0.02%,[670]
the first deflationary windows 95 screensaver nft on solana denounced as a cash grab by the sec,1,0.02%,[42101]
the first composable long form generative cellular automata dick pic nft on ethereum to be airdropped to loot holders,1,0.02%,[177]
the first generative art nft on bsc to be featured on a cereal box,1,0.02%,[152]
the first cherrypicked generative architecture nft on solana deemed crypto-native by the sec,1,0.02%,[150]
the first autoglyph-derivative furniture themed 10k avatar nft made entirely with 100% usda beef,1,0.02%,[876543]
the first mooncat-derivative pirate themed pfp nft to be featured in the onion,1,0.02%,[667]
the first successful nft redeemable for adrenochrome,1,0.02%,[3345]
the first on-chain nft to be sold at sotheby's for a record price,1,0.02%,[7186]
the first copy minted cherrypicked generative fractal literature nft on polkadot that can be staked for mobile phone minutes,1,0.02%,[65463]
the first edible windows 95 screensaver nft declared to be worthless by the new york times,1,0.02%,[47816]
the first nft on polygon hyper commodified by an art critic,1,0.02%,[3451]
the first autoglyph-derivative animal themed 10k avatar nft on polygon that degrades based on geographic location,1,0.02%,[37493]
the first pixel art nft on eos that can be staked for parmigiano-reggiano,1,0.02%,[40]
the first generative art nft that explodes on transfer,1,0.02%,[98]
the first 1/1 user-curated generative smell-o-vision nft that you 'should not sleep on' as declared by the new york times,1,0.02%,[1234]
the first pixel art nft on ethereum to become self aware,1,0.02%,[44442]
the first short form generative nuclear architecture nft to complete a transatlantic flight,1,0.02%,[1222]
the first stylegan nft on bsc made entirely with 100% cobol,1,0.02%,[6971]
the first low effort user-curated generative literature nft on polygon with metadata stored in morse code on a 5.25 inch floppy,1,0.02%,[3334]
the first dick pic nft on polkadot with rgb values stored in wav format in contract storage,1,0.02%,[7423]
the first vegan female ai chatbot nft on ethereum declared to be a 'good bet' by the sec,1,0.02%,[59]
the first on-chain rare pepe-derivative animal themed 10k avatar nft on solana to be featured on a billboard,1,0.02%,[333]
the first gan nft on cardano to disrupt a federal government,1,0.02%,[654]
the first 10k avatar nft redeemable for usd,1,0.02%,[42069]
the first long form generative spirograph audio nft to be sold using a dutch auction,1,0.02%,[6970]
the first photography nft burnable for rai stones,1,0.02%,[628]
the first open edition cherrypicked generative nuclear audio nft to be sold at christie's for a record price,1,0.02%,[1960]
the first pixel art nft on solana to be featured at the moma,1,0.02%,[752152]
the first animal themed pfp nft inspired by greed,1,0.02%,[11]
the first avastar-derivative rock pfp nft to be featured in chickadee magazine,1,0.02%,[669]
the first conceptual art nft on polygon that time locks on transfer,1,0.02%,[668]
the first collectible autoglyph-derivative furniture themed pfp nft on ethereum,1,0.02%,[65444]
the first copy minted conceptual art nft to be featured on a cereal box,1,0.02%,[1001]
the first vegan animal themed pfp nft on polkadot to render the network unusable,1,0.02%,[753512]
the first vegan cherrypicked generative recursive dick pic nft,1,0.02%,[629]
the first 1/1 punk-derivative animal themed pfp nft to be featured in playboy magazine,1,0.02%,[66621]
